[Sun May 07 20:30:40.213956 2023] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.54 (Debian) PHP/8.2.3 configured -- resuming normal operations
[Sun May 07 20:30:40.214934 2023] [core:notice] [pid 1] AH00094: Command line: 'apache2 -D FOREGROUND'
[Sun May 07 20:47:10.787531 2023] [mpm_prefork:notice] [pid 1] AH00169: caught SIGTERM, shutting down
[Sat May 20 02:01:08.698918 2023] [php:warn] [pid 18] [client 172.18.0.1:58238] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:01:08.699785 2023] [php:warn] [pid 18] [client 172.18.0.1:58238] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:01:08.701042 2023] [php:warn] [pid 18] [client 172.18.0.1:58238] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:01:08.701955 2023] [php:warn] [pid 18] [client 172.18.0.1:58238] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:01:08.702777 2023] [php:warn] [pid 18] [client 172.18.0.1:58238] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:01:08.703653 2023] [php:warn] [pid 18] [client 172.18.0.1:58238] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:01:08.704717 2023] [php:warn] [pid 18] [client 172.18.0.1:58238] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:01:08.706130 2023] [php:warn] [pid 18] [client 172.18.0.1:58238] PHP Warning:  Undefined variable $idBestellt in /var/www/html/Praktikum/Prak3/Fahrer.php on line 119, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:01:08.707105 2023] [php:warn] [pid 18] [client 172.18.0.1:58238] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:01:08.707820 2023] [php:warn] [pid 18] [client 172.18.0.1:58238] PHP Warning:  Undefined variable $idimOffen in /var/www/html/Praktikum/Prak3/Fahrer.php on line 120, referer: http://localhost/Praktikum/Prak3/Fahrer.php
[Sat May 20 02:05:23.205525 2023] [php:warn] [pid 21] [client 172.18.0.1:45076] PHP Warning:  Undefined array key "last_ordering_id" in /var/www/html/Praktikum/Prak3/Kunde.php on line 45, referer: http://localhost/Praktikum/Prak3/
[Sat May 20 02:05:23.208440 2023] [php:warn] [pid 21] [client 172.18.0.1:45076] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak3/Kunde.php:45) in /var/www/html/Praktikum/Prak3/Kunde.php on line 177, referer: http://localhost/Praktikum/Prak3/
[Sat May 20 02:06:16.187709 2023] [php:warn] [pid 22] [client 172.18.0.1:37784] PHP Warning:  Undefined array key "last_ordering_id" in /var/www/html/Praktikum/Prak3/Kunde.php on line 45, referer: http://localhost/Praktikum/Prak3/
[Sat May 20 02:06:16.189229 2023] [php:warn] [pid 22] [client 172.18.0.1:37784] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak3/Kunde.php:45) in /var/www/html/Praktikum/Prak3/Kunde.php on line 177, referer: http://localhost/Praktikum/Prak3/
[Sat May 20 02:06:16.935928 2023] [php:warn] [pid 22] [client 172.18.0.1:37784] PHP Warning:  Undefined array key "last_ordering_id" in /var/www/html/Praktikum/Prak3/Kunde.php on line 45, referer: http://localhost/Praktikum/Prak3/
[Sat May 20 02:06:16.937459 2023] [php:warn] [pid 22] [client 172.18.0.1:37784] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak3/Kunde.php:45) in /var/www/html/Praktikum/Prak3/Kunde.php on line 177, referer: http://localhost/Praktikum/Prak3/
[Sat May 20 05:06:36.485974 2023] [mpm_prefork:notice] [pid 1] AH00170: caught SIGWINCH, shutting down gracefully
[Sat May 20 13:37:42.689111 2023] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.54 (Debian) PHP/8.2.3 configured -- resuming normal operations
[Sat May 20 13:37:42.690233 2023] [core:notice] [pid 1] AH00094: Command line: 'apache2 -D FOREGROUND'
[Sat May 20 13:38:07.060311 2023] [php:warn] [pid 20] [client 172.18.0.1:43932] PHP Warning:  Undefined array key "last_ordering_id" in /var/www/html/Praktikum/Prak3/Kunde.php on line 45, referer: http://localhost/Praktikum/Prak3/
[Sat May 20 13:38:07.062207 2023] [php:warn] [pid 20] [client 172.18.0.1:43932] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak3/Kunde.php:45) in /var/www/html/Praktikum/Prak3/Kunde.php on line 177, referer: http://localhost/Praktikum/Prak3/
[Sat May 20 17:21:55.396827 2023] [php:warn] [pid 17] [client 172.18.0.1:36650] PHP Warning:  Undefined array key "last_ordering_id" in /var/www/html/Praktikum/Prak3/Kunde.php on line 45, referer: http://localhost/Praktikum/Prak3/
[Sat May 20 17:21:55.403685 2023] [php:warn] [pid 17] [client 172.18.0.1:36650] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak3/Kunde.php:45) in /var/www/html/Praktikum/Prak3/Kunde.php on line 177, referer: http://localhost/Praktikum/Prak3/
[Sat May 20 18:52:27.247516 2023] [php:warn] [pid 21] [client 172.18.0.1:54886] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:130) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/
[Sat May 20 18:52:36.968851 2023] [php:warn] [pid 20] [client 172.18.0.1:54902] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:130) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/
[Sat May 20 18:53:03.067854 2023] [php:warn] [pid 18] [client 172.18.0.1:54912] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:130) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/
[Sat May 20 18:53:05.200468 2023] [php:warn] [pid 18] [client 172.18.0.1:54912] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:130) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 18:54:31.984847 2023] [php:warn] [pid 19] [client 172.18.0.1:54406] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak2/Baecker.php on line 138, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 18:54:31.989004 2023] [php:warn] [pid 19] [client 172.18.0.1:54406] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:130) in /var/www/html/Praktikum/Prak2/Baecker.php on line 152, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 18:54:53.306025 2023] [php:warn] [pid 17] [client 172.18.0.1:54396] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:130) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 18:55:04.726258 2023] [php:warn] [pid 23] [client 172.18.0.1:54414] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:130) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 18:55:26.237047 2023] [php:warn] [pid 21] [client 172.18.0.1:46230] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:130) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 18:55:39.675772 2023] [php:warn] [pid 20] [client 172.18.0.1:58086] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:135) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 18:57:12.919517 2023] [php:error] [pid 22] [client 172.18.0.1:47430] PHP Fatal error:  Uncaught TypeError: Cannot access offset of type string on string in /var/www/html/Praktikum/Prak2/Baecker.php:135\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Baecker.php(150): Baecker->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Baecker.php(159): Baecker::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Baecker.php on line 135, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 18:59:15.925719 2023] [php:error] [pid 23] [client 172.18.0.1:53058] PHP Fatal error:  Uncaught TypeError: Cannot access offset of type string on string in /var/www/html/Praktikum/Prak2/Baecker.php:140\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Baecker.php(155): Baecker->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Baecker.php(164): Baecker::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Baecker.php on line 140, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:05:46.637101 2023] [php:error] [pid 18] [client 172.18.0.1:43226] PHP Fatal error:  Uncaught TypeError: Illegal offset type in /var/www/html/Praktikum/Prak2/Baecker.php:138\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Baecker.php(159): Baecker->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Baecker.php(168): Baecker::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Baecker.php on line 138, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:06:32.177800 2023] [php:error] [pid 19] [client 172.18.0.1:43214] PHP Fatal error:  Uncaught TypeError: Cannot increment array in /var/www/html/Praktikum/Prak2/Baecker.php:141\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Baecker.php(159): Baecker->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Baecker.php(168): Baecker::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Baecker.php on line 141, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:06:47.676084 2023] [php:error] [pid 17] [client 172.18.0.1:51680] PHP Fatal error:  Uncaught TypeError: Cannot increment array in /var/www/html/Praktikum/Prak2/Baecker.php:140\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Baecker.php(158): Baecker->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Baecker.php(167): Baecker::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Baecker.php on line 140, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:07:07.186827 2023] [php:warn] [pid 23] [client 172.18.0.1:51668] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak2/Baecker.php on line 136, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:07:07.187317 2023] [php:warn] [pid 23] [client 172.18.0.1:51668] PHP Warning:  Undefined array key "" in /var/www/html/Praktikum/Prak2/Baecker.php on line 137, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:07:07.187802 2023] [php:error] [pid 23] [client 172.18.0.1:51668] PHP Fatal error:  Uncaught TypeError: Cannot increment array in /var/www/html/Praktikum/Prak2/Baecker.php:140\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Baecker.php(158): Baecker->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Baecker.php(167): Baecker::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Baecker.php on line 140, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:07:25.389177 2023] [php:warn] [pid 21] [client 172.18.0.1:51690] PHP Warning:  Undefined array key "ordered_article_id" in /var/www/html/Praktikum/Prak2/Baecker.php on line 137, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:07:25.389848 2023] [php:warn] [pid 21] [client 172.18.0.1:51690] PHP Warning:  Undefined array key "" in /var/www/html/Praktikum/Prak2/Baecker.php on line 138, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:07:25.390838 2023] [php:error] [pid 21] [client 172.18.0.1:51690] PHP Fatal error:  Uncaught TypeError: Cannot increment array in /var/www/html/Praktikum/Prak2/Baecker.php:141\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Baecker.php(159): Baecker->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Baecker.php(168): Baecker::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Baecker.php on line 141, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:07:42.816681 2023] [php:error] [pid 20] [client 172.18.0.1:49160] PHP Fatal error:  Uncaught TypeError: Cannot increment array in /var/www/html/Praktikum/Prak2/Baecker.php:141\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Baecker.php(159): Baecker->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Baecker.php(168): Baecker::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Baecker.php on line 141, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:10:19.013680 2023] [php:error] [pid 19] [client 172.18.0.1:32940] PHP Parse error:  syntax error, unexpected token "public", expecting end of file in /var/www/html/Praktikum/Prak2/Baecker.php on line 155, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:11:51.628265 2023] [php:warn] [pid 20] [client 172.18.0.1:58692] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:136) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:12:25.524821 2023] [php:warn] [pid 18] [client 172.18.0.1:53064] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:139) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:13:45.467502 2023] [php:error] [pid 22] [client 172.18.0.1:48064] PHP Fatal error:  Uncaught TypeError: Unsupported operand types: string + string in /var/www/html/Praktikum/Prak2/Baecker.php:140\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Baecker.php(160): Baecker->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Baecker.php(169): Baecker::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Baecker.php on line 140, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:14:48.959430 2023] [php:error] [pid 21] [client 172.18.0.1:57824] PHP Fatal error:  Uncaught TypeError: Unsupported operand types: string + string in /var/www/html/Praktikum/Prak2/Baecker.php:141\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Baecker.php(161): Baecker->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Baecker.php(170): Baecker::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Baecker.php on line 141, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:15:01.705071 2023] [php:error] [pid 20] [client 172.18.0.1:57808] PHP Fatal error:  Uncaught TypeError: Unsupported operand types: string + string in /var/www/html/Praktikum/Prak2/Baecker.php:140\nStack trace:\n#0 /var/www/html/Praktikum/Prak2/Baecker.php(160): Baecker->processReceivedData()\n#1 /var/www/html/Praktikum/Prak2/Baecker.php(169): Baecker::main()\n#2 {main}\n  thrown in /var/www/html/Praktikum/Prak2/Baecker.php on line 140, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:15:17.319772 2023] [php:warn] [pid 18] [client 172.18.0.1:57826] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:140) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:15:24.147619 2023] [php:warn] [pid 19] [client 172.18.0.1:60750] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:140) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:17:21.867765 2023] [php:error] [pid 17] [client 172.18.0.1:36490] PHP Parse error:  syntax error, unexpected token "}" in /var/www/html/Praktikum/Prak2/Baecker.php on line 146, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:18:14.396330 2023] [php:error] [pid 18] [client 172.18.0.1:38460] PHP Parse error:  syntax error, unexpected token "}" in /var/www/html/Praktikum/Prak2/Baecker.php on line 146, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:18:40.817528 2023] [php:warn] [pid 19] [client 172.18.0.1:38446] PHP Warning:  Undefined variable $update_status_id in /var/www/html/Praktikum/Prak2/Baecker.php on line 148, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:18:40.818607 2023] [php:warn] [pid 19] [client 172.18.0.1:38446] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:148) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:27:55.451140 2023] [php:warn] [pid 20] [client 172.18.0.1:40230] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:75) in /var/www/html/Praktikum/Prak2/Baecker.php on line 79, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:27:55.451687 2023] [php:warn] [pid 20] [client 172.18.0.1:40230] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:75) in /var/www/html/Praktikum/Prak2/Page.php on line 91, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:30:43.254948 2023] [php:warn] [pid 21] [client 172.18.0.1:41088] PHP Warning:  Undefined array key 143 in /var/www/html/Praktikum/Prak2/Baecker.php on line 150, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:30:43.255476 2023] [php:warn] [pid 21] [client 172.18.0.1:41088] PHP Warning:  Undefined variable $update_status_id in /var/www/html/Praktikum/Prak2/Baecker.php on line 166, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:30:43.256146 2023] [php:warn] [pid 21] [client 172.18.0.1:41088] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:150) in /var/www/html/Praktikum/Prak2/Baecker.php on line 179, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:51.982994 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined array key 146 in /var/www/html/Praktikum/Prak2/Baecker.php on line 150, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:51.983558 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined variable $update_status_id in /var/www/html/Praktikum/Prak2/Baecker.php on line 166, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:51.984300 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:150) in /var/www/html/Praktikum/Prak2/Baecker.php on line 179, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:53.318527 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined array key 146 in /var/www/html/Praktikum/Prak2/Baecker.php on line 150, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:53.319105 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined variable $update_status_id in /var/www/html/Praktikum/Prak2/Baecker.php on line 166, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:53.320001 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:150) in /var/www/html/Praktikum/Prak2/Baecker.php on line 179, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:53.831446 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined array key 146 in /var/www/html/Praktikum/Prak2/Baecker.php on line 150, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:53.831898 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined variable $update_status_id in /var/www/html/Praktikum/Prak2/Baecker.php on line 166, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:53.832608 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:150) in /var/www/html/Praktikum/Prak2/Baecker.php on line 179, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:54.027838 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined array key 146 in /var/www/html/Praktikum/Prak2/Baecker.php on line 150, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:54.028340 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined variable $update_status_id in /var/www/html/Praktikum/Prak2/Baecker.php on line 166, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:54.029041 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:150) in /var/www/html/Praktikum/Prak2/Baecker.php on line 179, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:54.210463 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined array key 146 in /var/www/html/Praktikum/Prak2/Baecker.php on line 150, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:54.211083 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined variable $update_status_id in /var/www/html/Praktikum/Prak2/Baecker.php on line 166, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:54.211841 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:150) in /var/www/html/Praktikum/Prak2/Baecker.php on line 179, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:54.400712 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined array key 146 in /var/www/html/Praktikum/Prak2/Baecker.php on line 150, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:54.401296 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined variable $update_status_id in /var/www/html/Praktikum/Prak2/Baecker.php on line 166, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:54.402091 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:150) in /var/www/html/Praktikum/Prak2/Baecker.php on line 179, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:54.605531 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined array key 146 in /var/www/html/Praktikum/Prak2/Baecker.php on line 150, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:54.606000 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined variable $update_status_id in /var/www/html/Praktikum/Prak2/Baecker.php on line 166, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:54.606692 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:150) in /var/www/html/Praktikum/Prak2/Baecker.php on line 179, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:55.106455 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined array key 146 in /var/www/html/Praktikum/Prak2/Baecker.php on line 150, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:55.106924 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Undefined variable $update_status_id in /var/www/html/Praktikum/Prak2/Baecker.php on line 166, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:34:55.107598 2023] [php:warn] [pid 19] [client 172.18.0.1:47314] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:150) in /var/www/html/Praktikum/Prak2/Baecker.php on line 179, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:45:45.109423 2023] [php:warn] [pid 19] [client 172.18.0.1:37754] PHP Warning:  Undefined array key 152 in /var/www/html/Praktikum/Prak2/Baecker.php on line 150, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:45:45.110076 2023] [php:warn] [pid 19] [client 172.18.0.1:37754] PHP Warning:  Undefined variable $update_status_id in /var/www/html/Praktikum/Prak2/Baecker.php on line 166, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:45:45.110704 2023] [php:warn] [pid 19] [client 172.18.0.1:37754] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:150) in /var/www/html/Praktikum/Prak2/Baecker.php on line 179, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:45:46.695176 2023] [php:warn] [pid 19] [client 172.18.0.1:37754] PHP Warning:  Undefined array key 152 in /var/www/html/Praktikum/Prak2/Baecker.php on line 150, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:45:46.695683 2023] [php:warn] [pid 19] [client 172.18.0.1:37754] PHP Warning:  Undefined variable $update_status_id in /var/www/html/Praktikum/Prak2/Baecker.php on line 166, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:45:46.696531 2023] [php:warn] [pid 19] [client 172.18.0.1:37754] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/Praktikum/Prak2/Baecker.php:150) in /var/www/html/Praktikum/Prak2/Baecker.php on line 179, referer: http://localhost/Praktikum/Prak2/Baecker.php
[Sat May 20 19:45:47.376957 2023] [php:warn] [pid 19] [client 172.18.0.1:37754] PHP Warning:  Undefined array key 152 in /var/www/html/Praktikum/Prak2/Baecker.php on line 150, referer: http://localhost/Praktikum/Prak2/Baecker.php
